$10,000 Gold?	L’or à 10.000 dollars l’once ?
The British government recently issued the most comprehensive study to date of the economic costs and risks of global warming, and of measures that might reduce greenhouse gas emissions, in the hope of averting some of the direst consequences.	Le gouvernement britannique a récemment mené l’étude la plus complète à ce jour sur les risques et les coûts économiques du réchauffement de la planète, ainsi que sur les mesures qui pourraient réduire les émissions de gaz à effet de serre pour éviter certaines conséquences des plus désastreuses.
Written under the leadership of Sir Nicholas Stern of the London School of Economics, who succeeded me as Chief Economist of the World Bank, the report makes clear that the question is no longer whether we can afford to do anything about global warming, but whether we can afford not to.	Etabli sous la direction de Sir Nicholas Stern de l’Ecole d’économie de Londres, qui m’a succédé en tant qu’économiste en chef de la Banque mondiale, le rapport montre clairement que le problème n’est plus de savoir si l’on peut faire quelque chose pour lutter contre le réchauffement, mais plutôt si l’on peut se permettre de ne rien faire.
The report proposes an agenda whose cost would be equivalent to just 1% of annual consumption, but would save the world risk equivalent costs that are five times greater.	Le rapport propose un programme dont le coût représenterait seulement 1 % de la consommation annuelle et éviterait au monde des risques cinq fois plus chers.
The reported costs of global warming are higher than in earlier studies because it takes into account the mounting evidence that the process of global warming is highly complex and non-linear, with a non-negligible chance that it may proceed much faster than had previously been thought and that the extent of warming may be much greater than had previously been thought.	Les coûts du réchauffement de la planète exposés dans ce rapport sont plus importants que dans les études précédentes, car ils tiennent compte de la preuve désormais flagrante que le processus de réchauffement est fort complexe, non linéaire et – possibilité non négligeable – qu’il pourrait être plus rapide et avoir un impact beaucoup plus important que prévu.
Indeed, the study may actually significantly underestimate the costs: for instance, climate change may lead to more weather variability, a possible disappearance or major shift of the Gulf Stream – of particular concern to Europe – and a flourishing of disease.	En fait, cette étude pourrait même nettement sous-estimer les répercussions : par exemple, le changement climatique entraînerait une instabilité du temps, la disparition éventuelle du Gulf Stream – particulièrement préoccupante pour l’Europe – et la prolifération de maladies.
When I served in 1995 on the Intergovernmental Panel on Climate Change, the scientific group that periodically assesses the science of global warming, there was overwhelming evidence that the concentration of greenhouse gases in the atmosphere had increased markedly since the beginning of the industrial revolution, that human activity had contributed significantly to those increases, and that they would have profound effects on climate and sea levels.	En 1995, quand je faisais partie du Groupe d’experts international sur l’évolution du climat, les scientifiques chargés d’évaluer périodiquement le réchauffement de la planète ont prouvé formellement que la concentration de gaz à effet de serre dans l’atmosphère avait nettement augmenté depuis le début de la révolution industrielle, que les activités humaines contribuaient sensiblement à ces augmentations et qu’elles avaient des effets considérables sur le climat et sur le niveau des eaux.
But few saw, for instance, the Artic ice cap melting as rapidly as now seems to be the case.	Toutefois, peu avaient notamment prédit que la calotte glaciaire de l’Arctique fonderait aussi vite qu’à l’heure actuelle, manifestement.
Still, some suggest that because we are not certain about how bad global warming will be, we should do little or nothing.	Et pourtant, certains estiment que puisque nous ne savons pas quelle sera la gravité du réchauffement planétaire, nous devrions nous contenter d’agir peu ou pas du tout.
To me, uncertainty should make us act more resolutely today, not less.	Il me semble que l’incertitude devrait nous pousser à agir encore plus aujourd’hui et non nous rendre passifs.
As one scientist friend puts it: if you are driving on a mountain road, approaching a cliff, in a car whose brakes may fail, and a fog bank rolls in, should you drive more or less cautiously?	En effet, comme dirait l’un de mes amis scientifiques : si vous êtes sur une route de montagne, que vous approchez d’un ravin dans une voiture où les freins risquent de lâcher et qu’une nappe de brume s’avance vers vous, conduiriez-vous plus prudemment ou non ?
Global warming is one of those rare instances where the scientific community is more fearful of what may be happening than the population at large.	Le réchauffement fait partie de ces rares cas où la communauté scientifique craint davantage ce qui pourrait arriver que le reste de la population.
Scientists have glimpsed what the future may portend.	Les scientifiques ont un aperçu de ce que l’avenir présage.
